sampleid,project,Plate_ID,Well_ID,samplename,Demultiplex_ID,Index_set,region,sp_abbrev
PvCF_D1_06_TR2,CorrectionBiasPvDiet,Prey18S_1,E2,PvCF_D1_06_TR2,PvCF_D1_06_TR2,A,ControlFeeding,Pv
PvCF_D4_04_TR1,CorrectionBiasPvDiet,Prey18S_2,E2,PvCF_D4_04_TR1,PvCF_D4_04_TR1,B,ControlFeeding,Pv
PvCF_D6_15_TR1,CorrectionBiasPvDiet,Prey18S_3,E2,PvCF_D6_15_TR1,PvCF_D6_15_TR1,C,ControlFeeding,Pv
PvCF_D1_09_TR1,CorrectionBiasPvDiet,MiFish_1,E3,PvCF_D1_09_TR1,PvCF_D1_09_TR1,A,ControlFeeding,Pv
PvCF_D4_07_TR2,CorrectionBiasPvDiet,MiFish_2,E3,PvCF_D4_07_TR2,PvCF_D4_07_TR2,B,ControlFeeding,Pv
Plate3_E3,CorrectionBiasPvDiet,MiFish_3,E3,PvCF_D6_19_TR3,Plate3_E3,C,ControlFeeding,Pv
TM_02_TpoolSculp,CorrectionBiasPvDiet,MiFish_4,E3,TM_02_TpoolSculp,TM_02_TpoolSculp,D,TissueMix,TpoolSculp
PvCF_D1_09_TR1,CorrectionBiasPvDiet,Prey18S_1,E3,PvCF_D1_09_TR1,PvCF_D1_09_TR1,A,ControlFeeding,Pv
PvCF_D4_07_TR2,CorrectionBiasPvDiet,Prey18S_2,E3,PvCF_D4_07_TR2,PvCF_D4_07_TR2,B,ControlFeeding,Pv
Plate3_E3,CorrectionBiasPvDiet,Prey18S_3,E3,PosCtrl_18S_gblock_3,Plate3_E3,C,PosCtrl,PC
PvCF_D1_13_TR1,CorrectionBiasPvDiet,MiFish_1,E4,PvCF_D1_13_TR1,PvCF_D1_13_TR1,A,ControlFeeding,Pv
PvCF_D4_10_TR1,CorrectionBiasPvDiet,MiFish_2,E4,PvCF_D4_10_TR1,PvCF_D4_10_TR1,B,ControlFeeding,Pv
MC_E4,CorrectionBiasPvDiet,MiFish_3,E4,MC_MiFish_Skew2_R2,MC_E4,C,MockCom,MkCom
TM_01_ChumSal_VAQ,CorrectionBiasPvDiet,MiFish_4,E4,TM_01_ChumSalVAQ,TM_01_ChumSal_VAQ,D,TissueMix,ChumSalVAQ
PvCF_D1_13_TR1,CorrectionBiasPvDiet,Prey18S_1,E4,PvCF_D1_13_TR1,PvCF_D1_13_TR1,A,ControlFeeding,Pv
PvCF_D4_10_TR1,CorrectionBiasPvDiet,Prey18S_2,E4,PvCF_D4_10_TR1,PvCF_D4_10_TR1,B,ControlFeeding,Pv
MC_E4,CorrectionBiasPvDiet,Prey18S_3,E4,MC_18S_RepFish_Skew2_R2,MC_E4,C,MockCom,MkCom
PvCF_D2_02_TR1,CorrectionBiasPvDiet,MiFish_1,E5,PvCF_D2_02_TR1,PvCF_D2_02_TR1,A,ControlFeeding,Pv
PvCF_D5_01_TR1,CorrectionBiasPvDiet,MiFish_2,E5,PvCF_D5_01_TR1,PvCF_D5_01_TR1,B,ControlFeeding,Pv
Plate3_E5,CorrectionBiasPvDiet,MiFish_3,E5,TM_03_PacSanLan,Plate3_E5,C,TissueMix,PacSanLan
TM_01_SteelHd,CorrectionBiasPvDiet,MiFish_4,E5,TM_01_SteelHd,TM_01_SteelHd,D,TissueMix,SteelHd
PvCF_D2_02_TR1,CorrectionBiasPvDiet,Prey18S_1,E5,PvCF_D2_02_TR1,PvCF_D2_02_TR1,A,ControlFeeding,Pv
PvCF_D5_01_TR1,CorrectionBiasPvDiet,Prey18S_2,E5,PvCF_D5_01_TR1,PvCF_D5_01_TR1,B,ControlFeeding,Pv
Plate3_E5,CorrectionBiasPvDiet,Prey18S_3,E5,MC_18S_CombFish_Skew2_R1,Plate3_E5,C,MockCom,MkCom
PvCF_D2_04_TR3,CorrectionBiasPvDiet,MiFish_1,E6,PvCF_D2_04_TR3,PvCF_D2_04_TR3,A,ControlFeeding,Pv
PvCF_D5_04_TR2,CorrectionBiasPvDiet,MiFish_2,E6,PvCF_D5_04_TR2,PvCF_D5_04_TR2,B,ControlFeeding,Pv
TM_E6,CorrectionBiasPvDiet,MiFish_3,E6,TM_01_LnoseSkate,TM_E6,C,TissueMix,LnoseSkate
TM_02_ChinSal,CorrectionBiasPvDiet,MiFish_4,E6,TM_02_ChinSal,TM_02_ChinSal,D,TissueMix,ChinSal
PvCF_D2_04_TR3,CorrectionBiasPvDiet,Prey18S_1,E6,PvCF_D2_04_TR3,PvCF_D2_04_TR3,A,ControlFeeding,Pv
PvCF_D5_04_TR2,CorrectionBiasPvDiet,Prey18S_2,E6,PvCF_D5_04_TR2,PvCF_D5_04_TR2,B,ControlFeeding,Pv
TM_E6,CorrectionBiasPvDiet,Prey18S_3,E6,TM_02_BayShr,TM_E6,C,TissueMix,BayShr
PvCF_D2_07_TR2,CorrectionBiasPvDiet,MiFish_1,E7,PvCF_D2_07_TR2,PvCF_D2_07_TR2,A,ControlFeeding,Pv
PvCF_D5_07_TR3,CorrectionBiasPvDiet,MiFish_2,E7,PvCF_D5_07_TR3,PvCF_D5_07_TR3,B,ControlFeeding,Pv
TM_E7,CorrectionBiasPvDiet,MiFish_3,E7,TM_03_RivLamp,TM_E7,C,TissueMix,RivLamp
TM_01_CresGun,CorrectionBiasPvDiet,MiFish_4,E7,TM_01_CresGun,TM_01_CresGun,D,TissueMix,CresGun
PvCF_D2_07_TR2,CorrectionBiasPvDiet,Prey18S_1,E7,PvCF_D2_07_TR2,PvCF_D2_07_TR2,A,ControlFeeding,Pv
PvCF_D5_07_TR3,CorrectionBiasPvDiet,Prey18S_2,E7,PvCF_D5_07_TR3,PvCF_D5_07_TR3,B,ControlFeeding,Pv
TM_E7,CorrectionBiasPvDiet,Prey18S_3,E7,TM_01_Ratfish,TM_E7,C,TissueMix,Ratfish
PvCF_D2_10_TR1,CorrectionBiasPvDiet,MiFish_1,E8,PvCF_D2_10_TR1,PvCF_D2_10_TR1,A,ControlFeeding,Pv
PvCF_D5_11_TR1,CorrectionBiasPvDiet,MiFish_2,E8,PvCF_D5_11_TR1,PvCF_D5_11_TR1,B,ControlFeeding,Pv
TM_E8,CorrectionBiasPvDiet,MiFish_3,E8,TM_01_RoughSculp,TM_E8,C,TissueMix,RoughSculp
TM_02_COSol,CorrectionBiasPvDiet,MiFish_4,E8,TM_02_COSol,TM_02_COSol,D,TissueMix,COSol
PvCF_D2_10_TR1,CorrectionBiasPvDiet,Prey18S_1,E8,PvCF_D2_10_TR1,PvCF_D2_10_TR1,A,ControlFeeding,Pv
PvCF_D5_11_TR1,CorrectionBiasPvDiet,Prey18S_2,E8,PvCF_D5_11_TR1,PvCF_D5_11_TR1,B,ControlFeeding,Pv
TM_E8,CorrectionBiasPvDiet,Prey18S_3,E8,TM_02_CoonStShrp_02,TM_E8,C,TissueMix,CoonStShrp
PvCF_D3_03_TR1,CorrectionBiasPvDiet,MiFish_1,E9,PvCF_D3_03_TR1,PvCF_D3_03_TR1,A,ControlFeeding,Pv
PvCF_D5_14_TR2,CorrectionBiasPvDiet,MiFish_2,E9,PvCF_D5_14_TR2,PvCF_D5_14_TR2,B,ControlFeeding,Pv
TM_E9,CorrectionBiasPvDiet,MiFish_3,E9,TM_03_SpecSdab,TM_E9,C,TissueMix,SpecSdab
TM_01_NorRonq,CorrectionBiasPvDiet,MiFish_4,E9,TM_01_NorRonq,TM_01_NorRonq,D,TissueMix,NorRonq
PvCF_D3_03_TR1,CorrectionBiasPvDiet,Prey18S_1,E9,PvCF_D3_03_TR1,PvCF_D3_03_TR1,A,ControlFeeding,Pv
PvCF_D5_14_TR2,CorrectionBiasPvDiet,Prey18S_2,E9,PvCF_D5_14_TR2,PvCF_D5_14_TR2,B,ControlFeeding,Pv
TM_E9,CorrectionBiasPvDiet,Prey18S_3,E9,TM_02_SpDog,TM_E9,C,TissueMix,SpDog
PvCF_D1_02_TR3,CorrectionBiasPvDiet,MiFish_1,F1,PvCF_D1_02_TR3,PvCF_D1_02_TR3,A,ControlFeeding,Pv
PvCF_D4_01_TR1,CorrectionBiasPvDiet,MiFish_2,F1,PvCF_D4_01_TR1,PvCF_D4_01_TR1,B,ControlFeeding,Pv
PvCF_D6_12_TR1,CorrectionBiasPvDiet,MiFish_3,F1,PvCF_D6_12_TR1,PvCF_D6_12_TR1,C,ControlFeeding,Pv
TM_02_Capel_VAQ,CorrectionBiasPvDiet,MiFish_4,F1,TM_02_VAQCapelin,TM_02_Capel_VAQ,D,TissueMix,VAQCapelin
PvCF_D1_02_TR3,CorrectionBiasPvDiet,Prey18S_1,F1,PvCF_D1_02_TR3,PvCF_D1_02_TR3,A,ControlFeeding,Pv
PvCF_D4_01_TR1,CorrectionBiasPvDiet,Prey18S_2,F1,PvCF_D4_01_TR1,PvCF_D4_01_TR1,B,ControlFeeding,Pv
PvCF_D6_12_TR1,CorrectionBiasPvDiet,Prey18S_3,F1,PvCF_D6_12_TR1,PvCF_D6_12_TR1,C,ControlFeeding,Pv
PvCF_D3_07_TR2,CorrectionBiasPvDiet,MiFish_1,F10,PvCF_D3_07_TR2,PvCF_D3_07_TR2,A,ControlFeeding,Pv
PvCF_D6_03_TR2,CorrectionBiasPvDiet,MiFish_2,F10,PvCF_D6_03_TR2,PvCF_D6_03_TR2,B,ControlFeeding,Pv
TM_F10,CorrectionBiasPvDiet,MiFish_3,F10,TM_03_BufSculp,TM_F10,C,TissueMix,BufSculp
TM_02_SnakPrick,CorrectionBiasPvDiet,MiFish_4,F10,TM_02_SnakPrick,TM_02_SnakPrick,D,TissueMix,SnakPrick
PvCF_D3_07_TR2,CorrectionBiasPvDiet,Prey18S_1,F10,PvCF_D3_07_TR2,PvCF_D3_07_TR2,A,ControlFeeding,Pv
PvCF_D6_03_TR2,CorrectionBiasPvDiet,Prey18S_2,F10,PvCF_D6_03_TR2,PvCF_D6_03_TR2,B,ControlFeeding,Pv
TM_F10,CorrectionBiasPvDiet,Prey18S_3,F10,TM_03_RivLamp,TM_F10,C,TissueMix,RivLamp
PvCF_D3_10_TR1,CorrectionBiasPvDiet,MiFish_1,F11,PvCF_D3_10_TR1,PvCF_D3_10_TR1,A,ControlFeeding,Pv
PvCF_D6_06_TR3,CorrectionBiasPvDiet,MiFish_2,F11,PvCF_D6_06_TR3,PvCF_D6_06_TR3,B,ControlFeeding,Pv
TM_F11,CorrectionBiasPvDiet,MiFish_3,F11,TM_02_RexSol,TM_F11,C,TissueMix,RexSol
TM_01_PPerch,CorrectionBiasPvDiet,MiFish_4,F11,TM_01_PPerch,TM_01_PPerch,D,TissueMix,PPerch
PvCF_D3_10_TR1,CorrectionBiasPvDiet,Prey18S_1,F11,PvCF_D3_10_TR1,PvCF_D3_10_TR1,A,ControlFeeding,Pv
PvCF_D6_06_TR3,CorrectionBiasPvDiet,Prey18S_2,F11,PvCF_D6_06_TR3,PvCF_D6_06_TR3,B,ControlFeeding,Pv
TM_F11,CorrectionBiasPvDiet,Prey18S_3,F11,TM_01_StubSq_02,TM_F11,C,TissueMix,StubSq
PvCF_D3_14_TR1,CorrectionBiasPvDiet,MiFish_1,F12,PvCF_D3_14_TR1,PvCF_D3_14_TR1,A,ControlFeeding,Pv
PvCF_D6_10_TR1,CorrectionBiasPvDiet,MiFish_2,F12,PvCF_D6_10_TR1,PvCF_D6_10_TR1,B,ControlFeeding,Pv
TM_F12,CorrectionBiasPvDiet,MiFish_3,F12,TM_03_ButtSol,TM_F12,C,TissueMix,ButtSol
TM_03_Pompano,CorrectionBiasPvDiet,MiFish_4,F12,TM_03_Pompano,TM_03_Pompano,D,TissueMix,Pompano
PvCF_D3_14_TR1,CorrectionBiasPvDiet,Prey18S_1,F12,PvCF_D3_14_TR1,PvCF_D3_14_TR1,A,ControlFeeding,Pv
PvCF_D6_10_TR1,CorrectionBiasPvDiet,Prey18S_2,F12,PvCF_D6_10_TR1,PvCF_D6_10_TR1,B,ControlFeeding,Pv
TM_F12,CorrectionBiasPvDiet,Prey18S_3,F12,TM_01_UnkVAQShr,TM_F12,C,TissueMix,UnkVAQShr
PvCF_D1_06_TR3,CorrectionBiasPvDiet,MiFish_1,F2,PvCF_D1_06_TR3,PvCF_D1_06_TR3,A,ControlFeeding,Pv
PvCF_D4_04_TR2,CorrectionBiasPvDiet,MiFish_2,F2,PvCF_D4_04_TR2,PvCF_D4_04_TR2,B,ControlFeeding,Pv
PvCF_D6_16_TR1,CorrectionBiasPvDiet,MiFish_3,F2,PvCF_D6_16_TR1,PvCF_D6_16_TR1,C,ControlFeeding,Pv
TM_01_DovSol,CorrectionBiasPvDiet,MiFish_4,F2,TM_01_DovSol,TM_01_DovSol,D,TissueMix,DovSol
PvCF_D1_06_TR3,CorrectionBiasPvDiet,Prey18S_1,F2,PvCF_D1_06_TR3,PvCF_D1_06_TR3,A,ControlFeeding,Pv
PvCF_D4_04_TR2,CorrectionBiasPvDiet,Prey18S_2,F2,PvCF_D4_04_TR2,PvCF_D4_04_TR2,B,ControlFeeding,Pv
PvCF_D6_16_TR1,CorrectionBiasPvDiet,Prey18S_3,F2,PvCF_D6_16_TR1,PvCF_D6_16_TR1,C,ControlFeeding,Pv
PvCF_D1_09_TR2,CorrectionBiasPvDiet,MiFish_1,F3,PvCF_D1_09_TR2,PvCF_D1_09_TR2,A,ControlFeeding,Pv
PvCF_D4_07_TR3,CorrectionBiasPvDiet,MiFish_2,F3,PvCF_D4_07_TR3,PvCF_D4_07_TR3,B,ControlFeeding,Pv
MC_F3,CorrectionBiasPvDiet,MiFish_3,F3,MC_MiFish_Even_R1,MC_F3,C,MockCom,MkCom
TM_03_TpoolSculp,CorrectionBiasPvDiet,MiFish_4,F3,TM_03_TpoolSculp,TM_03_TpoolSculp,D,TissueMix,TpoolSculp
PvCF_D1_09_TR2,CorrectionBiasPvDiet,Prey18S_1,F3,PvCF_D1_09_TR2,PvCF_D1_09_TR2,A,ControlFeeding,Pv
PvCF_D4_07_TR3,CorrectionBiasPvDiet,Prey18S_2,F3,PvCF_D4_07_TR3,PvCF_D4_07_TR3,B,ControlFeeding,Pv
MC_F3,CorrectionBiasPvDiet,Prey18S_3,F3,MC_18S_RepFish_Even_R1,MC_F3,C,MockCom,MkCom
PvCF_D1_13_TR2,CorrectionBiasPvDiet,MiFish_1,F4,PvCF_D1_13_TR2,PvCF_D1_13_TR2,A,ControlFeeding,Pv
PvCF_D4_10_TR2,CorrectionBiasPvDiet,MiFish_2,F4,PvCF_D4_10_TR2,PvCF_D4_10_TR2,B,ControlFeeding,Pv
MC_F4,CorrectionBiasPvDiet,MiFish_3,F4,MC_MiFish_Skew2_R3,MC_F4,C,MockCom,MkCom
TM_02_ChumSal_VAQ,CorrectionBiasPvDiet,MiFish_4,F4,TM_02_ChumSalVAQ,TM_02_ChumSal_VAQ,D,TissueMix,ChumSalVAQ
PvCF_D1_13_TR2,CorrectionBiasPvDiet,Prey18S_1,F4,PvCF_D1_13_TR2,PvCF_D1_13_TR2,A,ControlFeeding,Pv
PvCF_D4_10_TR2,CorrectionBiasPvDiet,Prey18S_2,F4,PvCF_D4_10_TR2,PvCF_D4_10_TR2,B,ControlFeeding,Pv
MC_F4,CorrectionBiasPvDiet,Prey18S_3,F4,MC_18S_RepFish_Skew2_R3,MC_F4,C,MockCom,MkCom
PvCF_D2_02_TR2,CorrectionBiasPvDiet,MiFish_1,F5,PvCF_D2_02_TR2,PvCF_D2_02_TR2,A,ControlFeeding,Pv
PvCF_D5_01_TR2,CorrectionBiasPvDiet,MiFish_2,F5,PvCF_D5_01_TR2,PvCF_D5_01_TR2,B,ControlFeeding,Pv
Plate3_F5,CorrectionBiasPvDiet,MiFish_3,F5,TM_01_PacCod,Plate3_F5,C,TissueMix,PacCod
TM_02_SteelHd,CorrectionBiasPvDiet,MiFish_4,F5,TM_02_SteelHd,TM_02_SteelHd,D,TissueMix,SteelHd
PvCF_D2_02_TR2,CorrectionBiasPvDiet,Prey18S_1,F5,PvCF_D2_02_TR2,PvCF_D2_02_TR2,A,ControlFeeding,Pv
PvCF_D5_01_TR2,CorrectionBiasPvDiet,Prey18S_2,F5,PvCF_D5_01_TR2,PvCF_D5_01_TR2,B,ControlFeeding,Pv
Plate3_F5,CorrectionBiasPvDiet,Prey18S_3,F5,MC_18S_CombFish_Skew2_R2,Plate3_F5,C,MockCom,MkCom
PvCF_D2_05_TR1,CorrectionBiasPvDiet,MiFish_1,F6,PvCF_D2_05_TR1,PvCF_D2_05_TR1,A,ControlFeeding,Pv
PvCF_D5_04_TR3,CorrectionBiasPvDiet,MiFish_2,F6,PvCF_D5_04_TR3,PvCF_D5_04_TR3,B,ControlFeeding,Pv
TM_F6,CorrectionBiasPvDiet,MiFish_3,F6,TM_02_LnoseSkate,TM_F6,C,TissueMix,LnoseSkate
TM_03_ChinSal,CorrectionBiasPvDiet,MiFish_4,F6,TM_03_ChinSal,TM_03_ChinSal,D,TissueMix,ChinSal
PvCF_D2_05_TR1,CorrectionBiasPvDiet,Prey18S_1,F6,PvCF_D2_05_TR1,PvCF_D2_05_TR1,A,ControlFeeding,Pv
PvCF_D5_04_TR3,CorrectionBiasPvDiet,Prey18S_2,F6,PvCF_D5_04_TR3,PvCF_D5_04_TR3,B,ControlFeeding,Pv
TM_F6,CorrectionBiasPvDiet,Prey18S_3,F6,TM_03_BayShr,TM_F6,C,TissueMix,BayShr
PvCF_D2_07_TR3,CorrectionBiasPvDiet,MiFish_1,F7,PvCF_D2_07_TR3,PvCF_D2_07_TR3,A,ControlFeeding,Pv
PvCF_D5_08_TR1,CorrectionBiasPvDiet,MiFish_2,F7,PvCF_D5_08_TR1,PvCF_D5_08_TR1,B,ControlFeeding,Pv
TM_F7,CorrectionBiasPvDiet,MiFish_3,F7,TM_01_BayPip,TM_F7,C,TissueMix,BayPip
TM_02_CresGun,CorrectionBiasPvDiet,MiFish_4,F7,TM_02_CresGun,TM_02_CresGun,D,TissueMix,CresGun
PvCF_D2_07_TR3,CorrectionBiasPvDiet,Prey18S_1,F7,PvCF_D2_07_TR3,PvCF_D2_07_TR3,A,ControlFeeding,Pv
PvCF_D5_08_TR1,CorrectionBiasPvDiet,Prey18S_2,F7,PvCF_D5_08_TR1,PvCF_D5_08_TR1,B,ControlFeeding,Pv
TM_F7,CorrectionBiasPvDiet,Prey18S_3,F7,TM_02_Ratfish,TM_F7,C,TissueMix,Ratfish
PvCF_D2_10_TR2,CorrectionBiasPvDiet,MiFish_1,F8,PvCF_D2_10_TR2,PvCF_D2_10_TR2,A,ControlFeeding,Pv
PvCF_D5_11_TR2,CorrectionBiasPvDiet,MiFish_2,F8,PvCF_D5_11_TR2,PvCF_D5_11_TR2,B,ControlFeeding,Pv
TM_F8,CorrectionBiasPvDiet,MiFish_3,F8,TM_02_RoughSculp,TM_F8,C,TissueMix,RoughSculp
TM_03_COSol,CorrectionBiasPvDiet,MiFish_4,F8,TM_03_COSol,TM_03_COSol,D,TissueMix,COSol
PvCF_D2_10_TR2,CorrectionBiasPvDiet,Prey18S_1,F8,PvCF_D2_10_TR2,PvCF_D2_10_TR2,A,ControlFeeding,Pv
PvCF_D5_11_TR2,CorrectionBiasPvDiet,Prey18S_2,F8,PvCF_D5_11_TR2,PvCF_D5_11_TR2,B,ControlFeeding,Pv
TM_F8,CorrectionBiasPvDiet,Prey18S_3,F8,TM_01_SptPrawn,TM_F8,C,TissueMix,SptPrawn
PvCF_D3_03_TR2,CorrectionBiasPvDiet,MiFish_1,F9,PvCF_D3_03_TR2,PvCF_D3_03_TR2,A,ControlFeeding,Pv
PvCF_D5_14_TR3,CorrectionBiasPvDiet,MiFish_2,F9,PvCF_D5_14_TR3,PvCF_D5_14_TR3,B,ControlFeeding,Pv
TM_F9,CorrectionBiasPvDiet,MiFish_3,F9,TM_01_ShinPer,TM_F9,C,TissueMix,ShinPer
TM_02_NorRonq,CorrectionBiasPvDiet,MiFish_4,F9,TM_02_NorRonq,TM_02_NorRonq,D,TissueMix,NorRonq
PvCF_D3_03_TR2,CorrectionBiasPvDiet,Prey18S_1,F9,PvCF_D3_03_TR2,PvCF_D3_03_TR2,A,ControlFeeding,Pv
PvCF_D5_14_TR3,CorrectionBiasPvDiet,Prey18S_2,F9,PvCF_D5_14_TR3,PvCF_D5_14_TR3,B,ControlFeeding,Pv
TM_F9,CorrectionBiasPvDiet,Prey18S_3,F9,TM_03_SpDog,TM_F9,C,TissueMix,SpDog
PvCF_D1_03_TR1,CorrectionBiasPvDiet,MiFish_1,G1,PvCF_D1_03_TR1,PvCF_D1_03_TR1,A,ControlFeeding,Pv
PvCF_D4_01_TR2,CorrectionBiasPvDiet,MiFish_2,G1,PvCF_D4_01_TR2,PvCF_D4_01_TR2,B,ControlFeeding,Pv
PvCF_D6_12_TR2,CorrectionBiasPvDiet,MiFish_3,G1,PvCF_D6_12_TR2,PvCF_D6_12_TR2,C,ControlFeeding,Pv
TM_02_Capel_VAQ,CorrectionBiasPvDiet,MiFish_4,G1,TM_02_VAQCapelin,TM_02_Capel_VAQ,D,TissueMix,VAQCapelin
PvCF_D1_03_TR1,CorrectionBiasPvDiet,Prey18S_1,G1,PvCF_D1_03_TR1,PvCF_D1_03_TR1,A,ControlFeeding,Pv
PvCF_D4_01_TR2,CorrectionBiasPvDiet,Prey18S_2,G1,PvCF_D4_01_TR2,PvCF_D4_01_TR2,B,ControlFeeding,Pv
PvCF_D6_12_TR2,CorrectionBiasPvDiet,Prey18S_3,G1,PvCF_D6_12_TR2,PvCF_D6_12_TR2,C,ControlFeeding,Pv
PvCF_D3_07_TR3,CorrectionBiasPvDiet,MiFish_1,G10,PvCF_D3_07_TR3,PvCF_D3_07_TR3,A,ControlFeeding,Pv
PvCF_D6_03_TR3,CorrectionBiasPvDiet,MiFish_2,G10,PvCF_D6_03_TR3,PvCF_D6_03_TR3,B,ControlFeeding,Pv
TM_G10,CorrectionBiasPvDiet,MiFish_3,G10,TM_01_WalPol,TM_G10,C,TissueMix,WalPol
TM_03_SnakPrick,CorrectionBiasPvDiet,MiFish_4,G10,TM_03_SnakPrick,TM_03_SnakPrick,D,TissueMix,SnakPrick
PvCF_D3_07_TR3,CorrectionBiasPvDiet,Prey18S_1,G10,PvCF_D3_07_TR3,PvCF_D3_07_TR3,A,ControlFeeding,Pv
PvCF_D6_03_TR3,CorrectionBiasPvDiet,Prey18S_2,G10,PvCF_D6_03_TR3,PvCF_D6_03_TR3,B,ControlFeeding,Pv
TM_G10,CorrectionBiasPvDiet,Prey18S_3,G10,TM_01_SqVAQ_01,TM_G10,C,TissueMix,SqVAQ
PvCF_D3_10_TR2,CorrectionBiasPvDiet,MiFish_1,G11,PvCF_D3_10_TR2,PvCF_D3_10_TR2,A,ControlFeeding,Pv
PvCF_D6_07_TR1,CorrectionBiasPvDiet,MiFish_2,G11,PvCF_D6_07_TR1,PvCF_D6_07_TR1,B,ControlFeeding,Pv
TM_G11,CorrectionBiasPvDiet,MiFish_3,G11,TM_03_RexSol,TM_G11,C,TissueMix,RexSol
TM_02_PPerch,CorrectionBiasPvDiet,MiFish_4,G11,TM_02_PPerch,TM_02_PPerch,D,TissueMix,PPerch
PvCF_D3_10_TR2,CorrectionBiasPvDiet,Prey18S_1,G11,PvCF_D3_10_TR2,PvCF_D3_10_TR2,A,ControlFeeding,Pv
PvCF_D6_07_TR1,CorrectionBiasPvDiet,Prey18S_2,G11,PvCF_D6_07_TR1,PvCF_D6_07_TR1,B,ControlFeeding,Pv
TM_G11,CorrectionBiasPvDiet,Prey18S_3,G11,TM_01_StubSq_03,TM_G11,C,TissueMix,StubSq
NTC_1,CorrectionBiasPvDiet,MiFish_1,G12,NTC_MF1,NTC_1,A,NegCtrl,NC
NTC_2,CorrectionBiasPvDiet,MiFish_2,G12,NTC_MF2,NTC_2,B,NegCtrl,NC
Plate3_G12,CorrectionBiasPvDiet,MiFish_3,G12,NTC_MF3,Plate3_G12,C,NegCtrl,NC
NTC_MF4,CorrectionBiasPvDiet,MiFish_4,G12,NTC_MF4,NTC_MF4,D,NegCtrl,NC
NTC_1,CorrectionBiasPvDiet,Prey18S_1,G12,NTC_18S1,NTC_1,A,NegCtrl,NC
NTC_2,CorrectionBiasPvDiet,Prey18S_2,G12,NTC_18S2,NTC_2,B,NegCtrl,NC
Plate3_G12,CorrectionBiasPvDiet,Prey18S_3,G12,TM_02_UnkVAQShr,Plate3_G12,C,TissueMix,UnkVAQShr
PvCF_D1_07_TR1,CorrectionBiasPvDiet,MiFish_1,G2,PvCF_D1_07_TR1,PvCF_D1_07_TR1,A,ControlFeeding,Pv
PvCF_D4_04_TR3,CorrectionBiasPvDiet,MiFish_2,G2,PvCF_D4_04_TR3,PvCF_D4_04_TR3,B,ControlFeeding,Pv
PvCF_D6_17_TR1,CorrectionBiasPvDiet,MiFish_3,G2,PvCF_D6_17_TR1,PvCF_D6_17_TR1,C,ControlFeeding,Pv
TM_02_DovSol,CorrectionBiasPvDiet,MiFish_4,G2,TM_02_DovSol,TM_02_DovSol,D,TissueMix,DovSol
PvCF_D1_07_TR1,CorrectionBiasPvDiet,Prey18S_1,G2,PvCF_D1_07_TR1,PvCF_D1_07_TR1,A,ControlFeeding,Pv
PvCF_D4_04_TR3,CorrectionBiasPvDiet,Prey18S_2,G2,PvCF_D4_04_TR3,PvCF_D4_04_TR3,B,ControlFeeding,Pv
PvCF_D6_17_TR1,CorrectionBiasPvDiet,Prey18S_3,G2,PvCF_D6_17_TR1,PvCF_D6_17_TR1,C,ControlFeeding,Pv
PvCF_D1_09_TR3,CorrectionBiasPvDiet,MiFish_1,G3,PvCF_D1_09_TR3,PvCF_D1_09_TR3,A,ControlFeeding,Pv
PvCF_D4_08_TR1,CorrectionBiasPvDiet,MiFish_2,G3,PvCF_D4_08_TR1,PvCF_D4_08_TR1,B,ControlFeeding,Pv
MC_G3,CorrectionBiasPvDiet,MiFish_3,G3,MC_MiFish_Even_R2,MC_G3,C,MockCom,MkCom
TM_01_PnkSal,CorrectionBiasPvDiet,MiFish_4,G3,TM_01_PnkSal,TM_01_PnkSal,D,TissueMix,PnkSal
PvCF_D1_09_TR3,CorrectionBiasPvDiet,Prey18S_1,G3,PvCF_D1_09_TR3,PvCF_D1_09_TR3,A,ControlFeeding,Pv
PvCF_D4_08_TR1,CorrectionBiasPvDiet,Prey18S_2,G3,PvCF_D4_08_TR1,PvCF_D4_08_TR1,B,ControlFeeding,Pv
MC_G3,CorrectionBiasPvDiet,Prey18S_3,G3,MC_18S_RepFish_Even_R2,MC_G3,C,MockCom,MkCom
PvCF_D1_13_TR3,CorrectionBiasPvDiet,MiFish_1,G4,PvCF_D1_13_TR3,PvCF_D1_13_TR3,A,ControlFeeding,Pv
PvCF_D4_10_TR3,CorrectionBiasPvDiet,MiFish_2,G4,PvCF_D4_10_TR3,PvCF_D4_10_TR3,B,ControlFeeding,Pv
Plate3_G4,CorrectionBiasPvDiet,MiFish_3,G4,TM_01_NSpearPoach,Plate3_G4,C,TissueMix,NSpearPoach
TM_01_Coho_VAQ,CorrectionBiasPvDiet,MiFish_4,G4,TM_01_CohoVAQ,TM_01_Coho_VAQ,D,TissueMix,Coho_VAQ
PvCF_D1_13_TR3,CorrectionBiasPvDiet,Prey18S_1,G4,PvCF_D1_13_TR3,PvCF_D1_13_TR3,A,ControlFeeding,Pv
PvCF_D4_10_TR3,CorrectionBiasPvDiet,Prey18S_2,G4,PvCF_D4_10_TR3,PvCF_D4_10_TR3,B,ControlFeeding,Pv
Plate3_G4,CorrectionBiasPvDiet,Prey18S_3,G4,MC_18S_CombFish_Even_R1,Plate3_G4,C,MockCom,MkCom
PvCF_D2_02_TR3,CorrectionBiasPvDiet,MiFish_1,G5,PvCF_D2_02_TR3,PvCF_D2_02_TR3,A,ControlFeeding,Pv
