"sampleid","project","Plate_ID","Well_ID","samplename","tech_rep","Demultiplex_ID","Index_set","region","sp_abbrev","sample","Target_species","Target_sampleID","Target_initial_mass","PacHer_initial_mass","Mixture_final_mass","prop_target","prop_ref","Species","Common_name","MiFish_taxon_assign","18S_taxon_assign","diet_sp","time","creek","station","biol","tech","formatted_biol","station_num_MiF","model_out_name_MiF"
"TM_02_DovSol","CorrectionBiasPvDiet","MiFish_4","G2","TM_02_DovSol",1,"TM_02_DovSol","D","TissueMix","DovSol","TM_02_DovSol","DovSol","02_DovSol",5.003,5.004,10.148,0.493003547497044,0.493102089081592,"Microstomus pacificus","Dover sole","Microstomus pacificus","Actinopteri",NA,1,"TM","DovSol",2,1,"02",18,"1_TM_18_2"
"TM_01_PnkSal","CorrectionBiasPvDiet","MiFish_4","G3","TM_01_PnkSal",1,"TM_01_PnkSal","D","TissueMix","PnkSal","TM_01_PnkSal","PnkSal","01_PnkSal",1.807,1.809,3.614,0.5,0.500553403431101,"Oncorhynchus gorbuscha","Pink salmon","Oncorhynchus gorbuscha","Actinopteri",NA,1,"TM","PnkSal",1,1,"01",37,"1_TM_37_1"
"Plate3_G4","CorrectionBiasPvDiet","MiFish_3","G4","TM_01_NSpearPoach",1,"Plate3_G4","C","TissueMix","NSpearPoach","TM_01_NSpearPoach","NSpearPoach","01_NSpearPoach",5.05122,5.03301,10.29999,0.490410184864257,0.48864222198274,"Agonopsis vulsa","Northern Spearnose Poacher","Agonopsis vulsa","Actinopteri",NA,1,"TM","NSpearPoach",1,1,"01",28,"1_TM_28_1"
"TM_01_Coho_VAQ","CorrectionBiasPvDiet","MiFish_4","G4","TM_01_CohoVAQ",1,"TM_01_Coho_VAQ","D","TissueMix","Coho_VAQ","TM_01_CohoVAQ","Coho_VAQ","01_Coho_VAQ",2,2,3.867,0.517196793379881,0.517196793379881,"Oncorhynchus kisutch","Coho salmon","Oncorhynchus kisutch","Actinopteri","salmon_1",1,"TM","CohoVAQ",1,1,"01",16,"1_TM_16_1"
"Plate3_G5","CorrectionBiasPvDiet","MiFish_3","G5","TM_02_PacCod",1,"Plate3_G5","C","TissueMix","PacCod","TM_02_PacCod","PacCod","02_PacCod",2.008,2.007,4.1,0.489756097560976,0.489512195121951,"Gadus macrocephalus","Pacific cod/grey harbor","Gadus macrocephalus","Actinopteri",NA,1,"TM","PacCod",2,1,"02",31,"1_TM_31_2"
"TM_03_SteelHd","CorrectionBiasPvDiet","MiFish_4","G5","TM_03_SteelHd",1,"TM_03_SteelHd","D","TissueMix","SteelHd","TM_03_SteelHd","SteelHd","03_SteelHead_01",1.218,1.215,2.332,0.52229845626072,0.521012006861064,"Oncorhynchus mykiss","Steelhead","Oncorhynchus mykiss","Actinopteri",NA,1,"TM","SteelHd",3,1,"03",53,"1_TM_53_3"
"TM_G6","CorrectionBiasPvDiet","MiFish_3","G6","TM_03_LnoseSkate",1,"TM_G6","C","TissueMix","LnoseSkate","TM_03_LnoseSkate","LnoseSkate","03_LNoseSkate",2.007,2.003,3.893,0.515540714102235,0.514513228872335,"Beringraja rhina","Longnose skate","Beringraja rhina","Rajidae",NA,1,"TM","LnoseSkate",3,1,"03",25,"1_TM_25_3"
"TM_G6","CorrectionBiasPvDiet","MiFish_3","G6","TM_03_LnoseSkate",1,"TM_G6","C","TissueMix","LnoseSkate","TM_03_LnoseSkate","LnoseSkate","03_LNoseSkate",2.007,2.003,3.893,0.515540714102235,0.514513228872335,"Beringraja rhina","Longnose skate","Beringraja rhina","Rajidae",NA,1,"TM","LnoseSkate",3,1,"03",25,"1_TM_25_3"
"TM_01_Lingcod","CorrectionBiasPvDiet","MiFish_4","G6","TM_01_Lingcod",1,"TM_01_Lingcod","D","TissueMix","Lingcod","TM_01_Lingcod","Lingcod","01_LingCod",2.007,2.002,3.802,0.527880063124671,0.52656496580747,"Ophiodon elongatus","Lingcod","Ophiodon elongatus","Actinopteri",NA,1,"TM","Lingcod",1,1,"01",24,"1_TM_24_1"
"TM_G7","CorrectionBiasPvDiet","MiFish_3","G7","TM_01_Cockscomb",1,"TM_G7","C","TissueMix","Cockscomb","TM_01_Cockscomb","Cockscomb","01_Cockscomb",2.018,2.018,3.94,0.512182741116751,0.512182741116751,"Anoplarchus purpurescens","High Cockscomb","Anoplarchus","Actinopteri",NA,1,"TM","Cockscomb",1,1,"01",14,"1_TM_14_1"
"TM_01_SaddleGun","CorrectionBiasPvDiet","MiFish_4","G7","TM_01_SaddleGun",1,"TM_01_SaddleGun","D","TissueMix","SaddleGun","TM_01_SaddleGun","SaddleGun","01_Saddlegun (07_Saddlegun)",1.705,1.706,4.037,0.422343324250681,0.422591032945256,"Pholis ornata","Saddleback gunnel","Pholis ornata","Actinopteri",NA,1,"TM","SaddleGun",1,1,"01",45,"1_TM_45_1"
"TM_G8","CorrectionBiasPvDiet","MiFish_3","G8","TM_03_RoughSculp",1,"TM_G8","C","TissueMix","RoughSculp","TM_03_RoughSculp","RoughSculp","03_RoughSculp",5.04342,5.04821,10.23861,0.492588349395084,0.493056186337794,"Chitonotus pugetensis","Roughback sculpin","Chitonotus pugetensis","Actinopteri",NA,1,"TM","RoughSculp",3,1,"03",44,"1_TM_44_3"
"TM_01_SturPoach","CorrectionBiasPvDiet","MiFish_4","G8","TM_01_SturPoach",1,"TM_01_SturPoach","D","TissueMix","SturPoach","TM_01_SturPoach","SturPoach","01_SturPoach_01",5.0283,5.065,10.22533,0.491749410532472,0.495338536751381,"Podothecus accipenserinus","Sturgeon Poacher","Podothecus accipenserinus","Actinopteri",NA,1,"TM","SturPoach",1,1,"01",54,"1_TM_54_1"
"TM_G9","CorrectionBiasPvDiet","MiFish_3","G9","TM_02_ShinPer",1,"TM_G9","C","TissueMix","ShinPer","TM_02_ShinPer","ShinPer","02_ShinPer",5.08108,5.09616,9.79075,0.518967392692082,0.520507621990144,"Cymatogaster aggregata","Shiner perch","Cymatogaster aggregata","Actinopteri",NA,1,"TM","ShinPer",2,1,"02",46,"1_TM_46_2"
"TM_01_QuilRockF","CorrectionBiasPvDiet","MiFish_4","G9","TM_01_QuilRock",1,"TM_01_QuilRockF","D","TissueMix","QuilRock","TM_01_QuilRock","QuilRock","01_QuilRock",2.006,2.006,3.93,0.510432569974555,0.510432569974555,"Sebastes maliger","Quillback rockfish","Sebastes","Actinopteri",NA,1,"TM","QuilRock",1,1,"01",40,"1_TM_40_1"
"TM_01_Hake","CorrectionBiasPvDiet","MiFish_4","H1","TM_01_Hake",1,"TM_01_Hake","D","TissueMix","Hake","TM_01_Hake","Hake","01_Hake",2.003,2.003,3.873,0.51717015233669,0.51717015233669,"Merluccius productus","Hake","Merluccius productus","Actinopteri",NA,1,"TM","Hake",1,1,"01",22,"1_TM_22_1"
"TM_H10","CorrectionBiasPvDiet","MiFish_3","H10","TM_02_WalPol",1,"TM_H10","C","TissueMix","WalPol","TM_02_WalPol","WalPol","02_WalPol",2,2,3.981,0.502386335091686,0.502386335091686,"Gadus chalcogrammus","Walleye pollock","Gadus chalcogrammus","Actinopteri",NA,1,"TM","WalPol",2,1,"02",58,"1_TM_58_2"
"TM_01_BlkEelpt","CorrectionBiasPvDiet","MiFish_4","H10","TM_01_BlkEelpt",1,"TM_01_BlkEelpt","D","TissueMix","BlkEelpt","TM_01_BlkEelpt","BlkEelpt","01_BlkEelpt_01",5.00811,5.06671,10.2127,0.490380604541404,0.496118558265689,"Lycodes pacificus","Blackbelly eelpout","Lycodes","Actinopteri",NA,1,"TM","BlkEelpt",1,1,"01",6,"1_TM_6_1"
"TM_H11","CorrectionBiasPvDiet","MiFish_3","H11","TM_01_NCling",1,"TM_H11","C","TissueMix","NCling","TM_01_NCling","NCling","01_NCling",1.922,1.924,3.831,0.501696684938658,0.502218741842861,"Gobiesox maeandricus","Northern Clingfish","Gobiesox maeandricus","Actinopteri",NA,1,"TM","NCling",1,1,"01",27,"1_TM_27_1"
"TM_03_PPerch","CorrectionBiasPvDiet","MiFish_4","H11","TM_03_PPerch",1,"TM_03_PPerch","D","TissueMix","PPerch","TM_03_PPerch","PPerch","03_PPerch",2.003,2.001,3.968,0.504788306451613,0.504284274193548,"Rhacochilus vacca","Pile perch","Rhacochilus","Actinopteri",NA,1,"TM","PPerch",3,1,"03",30,"1_TM_30_3"
"TM_03_DovSol","CorrectionBiasPvDiet","MiFish_4","H2","TM_03_DovSol",1,"TM_03_DovSol","D","TissueMix","DovSol","TM_03_DovSol","DovSol","03_DovSol",5.049,5.059,9.927,0.508612873980055,0.509620227661932,"Microstomus pacificus","Dover sole","Microstomus pacificus","Actinopteri",NA,1,"TM","DovSol",3,1,"03",18,"1_TM_18_3"
"TM_02_PnkSal","CorrectionBiasPvDiet","MiFish_4","H3","TM_02_PnkSal",1,"TM_02_PnkSal","D","TissueMix","PnkSal","TM_02_PnkSal","PnkSal","02_PnkSal",1.972,1.97,3.898,0.505900461775269,0.505387378142637,"Oncorhynchus gorbuscha","Pink salmon","Oncorhynchus gorbuscha","Actinopteri",NA,1,"TM","PnkSal",2,1,"02",37,"1_TM_37_2"
"Plate3_H4","CorrectionBiasPvDiet","MiFish_3","H4","TM_02_NSpearPoach",1,"Plate3_H4","C","TissueMix","NSpearPoach","TM_02_NSpearPoach","NSpearPoach","02_NSpearPoach",5.06553,5.09291,10.48855,0.482958082861787,0.485568548560096,"Agonopsis vulsa","Northern Spearnose Poacher","Agonopsis vulsa","Actinopteri",NA,1,"TM","NSpearPoach",2,1,"02",28,"1_TM_28_2"
"TM_02_Coho_VAQ","CorrectionBiasPvDiet","MiFish_4","H4","TM_02_CohoVAQ",1,"TM_02_Coho_VAQ","D","TissueMix","Coho_VAQ","TM_02_CohoVAQ","Coho_VAQ","02_Coho_VAQ",2.004,2.006,3.883,0.516095802214782,0.516610867885655,"Oncorhynchus kisutch","Coho salmon","Oncorhynchus kisutch","Actinopteri","salmon_1",1,"TM","CohoVAQ",2,1,"02",16,"1_TM_16_2"
"TM_H5","CorrectionBiasPvDiet","MiFish_3","H5","TM_01_Ratfish",1,"TM_H5","C","TissueMix","Ratfish","TM_01_Ratfish","Ratfish","01_RatFish_01",5.06715,5.0336,10.31423,0.491277584463406,0.488024796809844,"Hydrolagus colliei","Ratfish","Hydrolagus colliei","Actinopteri",NA,1,"TM","Ratfish",1,1,"01",41,"1_TM_41_1"
"TM_H5","CorrectionBiasPvDiet","MiFish_3","H5","TM_01_Ratfish",1,"TM_H5","C","TissueMix","Ratfish","TM_01_Ratfish","Ratfish","01_RatFish_01",5.06715,5.0336,10.31423,0.491277584463406,0.488024796809844,"Hydrolagus colliei","Ratfish","Hydrolagus colliei","Actinopteri",NA,1,"TM","Ratfish",1,1,"01",41,"1_TM_41_1"
"TM_01_SockSal","CorrectionBiasPvDiet","MiFish_4","H5","TM_01_SockSal",1,"TM_01_SockSal","D","TissueMix","SockSal","TM_01_SockSal","SockSal","01_SockSal",1.999,1.999,4.052,0.493336623889437,0.493336623889437,"Oncorhynchus nerka","Sockeye salmon","Oncorhynchus nerka","Actinopteri",NA,1,"TM","SockSal",1,1,"01",49,"1_TM_49_1"
"TM_H6","CorrectionBiasPvDiet","MiFish_3","H6","TM_01_SpDog",1,"TM_H6","C","TissueMix","SpDog","TM_01_SpDog","SpDog","01_SpDog",2.007,2.007,3.907,0.513693370872792,0.513693370872792,"Squalus acanthias/Squalus suckleyi","Spiny-dogfish","Squalus suckleyi","Squalus suckleyi",NA,1,"TM","SpDog",1,1,"01",50,"1_TM_50_1"
"TM_H6","CorrectionBiasPvDiet","MiFish_3","H6","TM_01_SpDog",1,"TM_H6","C","TissueMix","SpDog","TM_01_SpDog","SpDog","01_SpDog",2.007,2.007,3.907,0.513693370872792,0.513693370872792,"Squalus acanthias/Squalus suckleyi","Spiny-dogfish","Squalus suckleyi","Squalus suckleyi",NA,1,"TM","SpDog",1,1,"01",50,"1_TM_50_1"
"TM_02_Lingcod","CorrectionBiasPvDiet","MiFish_4","H6","TM_02_Lingcod",1,"TM_02_Lingcod","D","TissueMix","Lingcod","TM_02_Lingcod","Lingcod","02_LingCod",2.006,2.002,3.976,0.504527162977867,0.503521126760563,"Ophiodon elongatus","Lingcod","Ophiodon elongatus","Actinopteri",NA,1,"TM","Lingcod",2,1,"02",24,"1_TM_24_2"
"TM_H7","CorrectionBiasPvDiet","MiFish_3","H7","TM_02_Cockscomb",1,"TM_H7","C","TissueMix","Cockscomb","TM_02_Cockscomb","Cockscomb","02_Cockscomb",1.342,1.342,2.595,0.517148362235067,0.517148362235067,"Anoplarchus purpurescens","High Cockscomb","Anoplarchus","Actinopteri",NA,1,"TM","Cockscomb",2,1,"02",14,"1_TM_14_2"
"TM_02_SaddleGun","CorrectionBiasPvDiet","MiFish_4","H7","TM_02_SaddleGun",1,"TM_02_SaddleGun","D","TissueMix","SaddleGun","TM_02_SaddleGun","SaddleGun","02_Saddlegun (19_Saddlegun)",1.92,1.919,3.787,0.50699762344864,0.506733562186427,"Pholis ornata","Saddleback gunnel","Pholis ornata","Actinopteri",NA,1,"TM","SaddleGun",2,1,"02",45,"1_TM_45_2"
"TM_H8","CorrectionBiasPvDiet","MiFish_3","H8","TM_01_PacSanddab",1,"TM_H8","C","TissueMix","PacSanddab","TM_01_PacSanddab","PacSanddab","01_PacSandDab",5.0579,5.0514,10.3377,0.489267438598528,0.488638672045039,"Citharichthys sordidus","Pacific sanddab","Citharichthys sordidus","Actinopteri",NA,1,"TM","PacSanddab",1,1,"01",33,"1_TM_33_1"
"TM_02_SturPoach","CorrectionBiasPvDiet","MiFish_4","H8","TM_02_SturPoach",1,"TM_02_SturPoach","D","TissueMix","SturPoach","TM_02_SturPoach","SturPoach","02_SturPoach_01",5.08151,5.06404,10.2473,0.49588769724708,0.494182857923551,"Podothecus accipenserinus","Sturgeon Poacher","Podothecus accipenserinus","Actinopteri",NA,1,"TM","SturPoach",2,1,"02",54,"1_TM_54_2"
"TM_H9","CorrectionBiasPvDiet","MiFish_3","H9","TM_03_ShinPer",1,"TM_H9","C","TissueMix","ShinPer","TM_03_ShinPer","ShinPer","03_ShinPer",5.06181,5.07442,10.1022,0.50106016511255,0.502308408069529,"Cymatogaster aggregata","Shiner perch","Cymatogaster aggregata","Actinopteri",NA,1,"TM","ShinPer",3,1,"03",46,"1_TM_46_3"
"TM_02_QuilRockF","CorrectionBiasPvDiet","MiFish_4","H9","TM_02_QuilRock",1,"TM_02_QuilRockF","D","TissueMix","QuilRock","TM_02_QuilRock","QuilRock","02_QuilRock",2.001,2.001,3.881,0.515588765782015,0.515588765782015,"Sebastes maliger","Quillback rockfish","Sebastes","Actinopteri",NA,1,"TM","QuilRock",2,1,"02",40,"1_TM_40_2"
