"day","month","year","Collection_Location","Sample_ID","sampleid"
"6","May","2016","Still Harbor","Pv16-864","Pv16-864"
"6","May","2016","Still Harbor","Pv16-865","Pv16-865"
"6","May","2016","Still Harbor","Pv16-866","Pv16-866"
"6","May","2016","Still Harbor","Pv16-867","Pv16-867"
"6","May","2016","Still Harbor","Pv16-868","Pv16-868"
"19","Dec","2016","Commencement Bay","Pv16-869","Pv16-869"
"19","Dec","2016","Commencement Bay","Pv16-870","Pv16-870"
"19","Dec","2016","Commencement Bay","Pv16-871","Pv16-871"
"19","Dec","2016","Commencement Bay","Pv16-872","Pv16-872"
"19","Dec","2016","Commencement Bay","Pv16-873","Pv16-873"
"19","Dec","2016","Commencement Bay","Pv16-874","Pv16-874"
"19","Dec","2016","Commencement Bay","Pv16-875","Pv16-875"
"19","Dec","2016","Commencement Bay","Pv16-876","Pv16-876"
"19","Dec","2016","Commencement Bay","Pv16-877","Pv16-877"
"19","Dec","2016","Commencement Bay","Pv16-878","Pv16-878"
"19","Dec","2016","Commencement Bay","Pv16-879","Pv16-879"
"19","Dec","2016","Commencement Bay","Pv16-880","Pv16-880"
"8","Aug","2017","Commencement Bay","Pv17-001","17RH0001"
"8","Aug","2017","Commencement Bay","Pv17-002","17RH0002"
"8","Aug","2017","Commencement Bay","Pv17-003","17RH0003"
"8","Aug","2017","Commencement Bay","Pv17-004","17RH0004"
"8","Aug","2017","Commencement Bay","Pv17-005","17RH0005"
"8","Aug","2017","Commencement Bay","Pv17-006","17RH0006"
"8","Aug","2017","Commencement Bay","Pv17-007","17RH0007"
"8","Aug","2017","Commencement Bay","Pv17-008","17RH0008"
"8","Aug","2017","Commencement Bay","Pv17-009","17RH0009"
"8","Aug","2017","Commencement Bay","Pv17-010","17RH0010"
"8","Aug","2017","Commencement Bay","Pv17-011","17RH0011"
"8","Aug","2017","Commencement Bay","Pv17-012","17RH0012"
"8","Aug","2017","Commencement Bay","Pv17-013","17RH0013"
"8","Aug","2017","Commencement Bay","Pv17-014","17RH0014"
"8","Aug","2017","Commencement Bay","Pv17-015","17RH0015"
"8","Aug","2017","Commencement Bay","Pv17-016","17RH0016"
"8","Aug","2017","Commencement Bay","Pv17-017","17RH0017"
"8","Aug","2017","Commencement Bay","Pv17-018","17RH0018"
"8","Aug","2017","Commencement Bay","Pv17-019","17RH0019"
"8","Aug","2017","Commencement Bay","Pv17-020","17RH0020"
"8","Aug","2017","Commencement Bay","Pv17-021","17RH0021"
"8","Aug","2017","Commencement Bay","Pv17-022","17RH0022"
"8","Aug","2017","Commencement Bay","Pv17-023","17RH0023"
"8","Aug","2017","Commencement Bay","Pv17-024","17RH0024"
"8","Aug","2017","Commencement Bay","Pv17-025","17RH0025"
"8","Aug","2017","Commencement Bay","Pv17-026","17RH0026"
"8","Aug","2017","Commencement Bay","Pv17-027","17RH0027"
"8","Aug","2017","Commencement Bay","Pv17-028","17RH0028"
"8","Aug","2017","Commencement Bay","Pv17-029","17RH0029"
"8","Aug","2017","Commencement Bay","Pv17-030","17RH0030"
"1","Nov","2017","Commencement Bay","Pv17-031","17RH0031"
"1","Nov","2017","Commencement Bay","Pv17-032","17RH0032"
"1","Nov","2017","Commencement Bay","Pv17-033","17RH0033"
"1","Nov","2017","Commencement Bay","Pv17-034","17RH0034"
"1","Nov","2017","Commencement Bay","Pv17-035","17RH0035"
"1","Nov","2017","Commencement Bay","Pv17-036","17RH0036"
"1","Nov","2017","Commencement Bay","Pv17-037","17RH0037"
"1","Nov","2017","Commencement Bay","Pv17-038","17RH0038"
"1","Nov","2017","Commencement Bay","Pv17-039","17RH0039"
"1","Nov","2017","Commencement Bay","Pv17-040","17RH0040"
"1","Nov","2017","Commencement Bay","Pv17-041","17RH0041"
"1","Nov","2017","Commencement Bay","Pv17-042","17RH0042"
"1","Nov","2017","Commencement Bay","Pv17-043","17RH0043"
"1","Nov","2017","Commencement Bay","Pv17-044","17RH0044"
"1","Nov","2017","Commencement Bay","Pv17-045","17RH0045"
"1","Nov","2017","Commencement Bay","Pv17-046","17RH0046"
"1","Nov","2017","Commencement Bay","Pv17-047","17RH0047"
"1","Nov","2017","Commencement Bay","Pv17-048","17RH0048"
"1","Nov","2017","Commencement Bay","Pv17-049","17RH0049"
"1","Nov","2017","Commencement Bay","Pv17-050","17RH0050"
"1","Nov","2017","Commencement Bay","Pv17-051","17RH0051"
"1","Nov","2017","Commencement Bay","Pv17-052","17RH0052"
"1","Nov","2017","Commencement Bay","Pv17-053","17RH0053"
"1","Nov","2017","Commencement Bay","Pv17-054","17RH0054"
"1","Nov","2017","Commencement Bay","Pv17-055","17RH0055"
"1","Nov","2017","Commencement Bay","Pv17-056","17RH0056"
"1","Nov","2017","Commencement Bay","Pv17-057","17RH0057"
"1","Nov","2017","Commencement Bay","Pv17-058","17RH0058"
"1","Nov","2017","Commencement Bay","Pv17-059","17RH0059"
"1","Nov","2017","Commencement Bay","Pv17-060","17RH0060"
"1","Nov","2017","Commencement Bay","Pv17-061","17RH0061"
"1","Nov","2017","Commencement Bay","Pv17-062","17RH0062"
"1","Nov","2017","Commencement Bay","Pv17-063","17RH0063"
"1","Nov","2017","Commencement Bay","Pv17-064","17RH0064"
"1","Nov","2017","Commencement Bay","Pv17-065","17RH0065"
"1","Nov","2017","Commencement Bay","Pv17-066","17RH0066"
"1","Nov","2017","Commencement Bay","Pv17-067","17RH0067"
"1","Nov","2017","Commencement Bay","Pv17-068","17RH0068"
"1","Nov","2017","Commencement Bay","Pv17-069","17RH0069"
"1","Nov","2017","Commencement Bay","Pv17-070","17RH0070"
"1","Nov","2017","Commencement Bay","Pv17-071","17RH0071"
"1","Nov","2017","Commencement Bay","Pv17-072","17RH0072"
"28","Sep","2017","Commencement Bay","Pv17-073","17RH0073"
"28","Sep","2017","Commencement Bay","Pv17-074","17RH0074"
"28","Sep","2017","Commencement Bay","Pv17-075","17RH0075"
"28","Sep","2017","Commencement Bay","Pv17-076","17RH0076"
"28","Sep","2017","Commencement Bay","Pv17-077","17RH0077"
"28","Sep","2017","Commencement Bay","Pv17-078","17RH0078"
"28","Sep","2017","Commencement Bay","Pv17-079","17RH0079"
"28","Sep","2017","Commencement Bay","Pv17-080","17RH0080"
"28","Sep","2017","Commencement Bay","Pv17-081","17RH0081"
"28","Sep","2017","Commencement Bay","Pv17-082","17RH0082"
"28","Sep","2017","Commencement Bay","Pv17-083","17RH0083"
"28","Sep","2017","Commencement Bay","Pv17-084","17RH0084"
"28","Sep","2017","Commencement Bay","Pv17-085","17RH0085"
"28","Sep","2017","Commencement Bay","Pv17-086","17RH0086"
"28","Sep","2017","Commencement Bay","Pv17-087","17RH0087"
"28","Sep","2017","Commencement Bay","Pv17-088","17RH0088"
"28","Sep","2017","Commencement Bay","Pv17-089","17RH0089"
"28","Sep","2017","Commencement Bay","Pv17-090","17RH0090"
"28","Sep","2017","Commencement Bay","Pv17-091","17RH0091"
"28","Sep","2017","Commencement Bay","Pv17-092","17RH0092"
"28","Sep","2017","Commencement Bay","Pv17-093","17RH0093"
"28","Sep","2017","Commencement Bay","Pv17-094","17RH0094"
"28","Sep","2017","Commencement Bay","Pv17-095","17RH0095"
"28","Sep","2017","Commencement Bay","Pv17-096","17RH0096"
"28","Sep","2017","Commencement Bay","Pv17-097","17RH0097"
"28","Sep","2017","Commencement Bay","Pv17-098","17RH0098"
"28","Sep","2017","Commencement Bay","Pv17-099","17RH0099"
"28","Sep","2017","Commencement Bay","Pv17-100","17RH0100"
"28","Sep","2017","Commencement Bay","Pv17-101","17RH0101"
"28","Sep","2017","Commencement Bay","Pv17-102","17RH0102"
"28","Sep","2017","Commencement Bay","Pv17-103","17RH0103"
"28","Sep","2017","Commencement Bay","Pv17-104","17RH0104"
"28","Sep","2017","Commencement Bay","Pv17-105","17RH0105"
"28","Sep","2017","Commencement Bay","Pv17-106","17RH0106"
"28","Sep","2017","Commencement Bay","Pv17-107","17RH0107"
"28","Sep","2017","Commencement Bay","Pv17-108","17RH0108"
"28","Sep","2017","Commencement Bay","Pv17-109","17RH0109"
"28","Sep","2017","Commencement Bay","Pv17-110","17RH0110"
"28","Sep","2017","Commencement Bay","Pv17-111","17RH0111"
"28","Sep","2017","Commencement Bay","Pv17-112","17RH0112"
"28","Sep","2017","Commencement Bay","Pv17-113","17RH0113"
"28","Sep","2017","Commencement Bay","Pv17-114","17RH0114"
"28","Sep","2017","Commencement Bay","Pv17-115","17RH0115"
"28","Sep","2017","Commencement Bay","Pv17-116","17RH0116"
"28","Sep","2017","Commencement Bay","Pv17-117","17RH0117"
"28","Sep","2017","Commencement Bay","Pv17-118","17RH0118"
"28","Sep","2017","Commencement Bay","Pv17-119","17RH0119"
"28","Sep","2017","Commencement Bay","Pv17-120","17RH0120"
"28","Sep","2017","Commencement Bay","Pv17-121","17RH0121"
"28","Sep","2017","Commencement Bay","Pv17-122","17RH0122"
"28","Sep","2017","Commencement Bay","Pv17-123","17RH0123"
"28","Sep","2017","Commencement Bay","Pv17-124","17RH0124"
"28","Sep","2017","Commencement Bay","Pv17-125","17RH0125"
"28","Sep","2017","Commencement Bay","Pv17-126","17RH0126"
"28","Sep","2017","Commencement Bay","Pv17-127","17RH0127"
"28","Sep","2017","Commencement Bay","Pv17-128","17RH0128"
"28","Sep","2017","Commencement Bay","Pv17-129","17RH0129"
"28","Sep","2017","Commencement Bay","Pv17-130","17RH0130"
"28","Sep","2017","Commencement Bay","Pv17-131","17RH0131"
"28","Sep","2017","Commencement Bay","Pv17-132","17RH0132"
"28","Sep","2017","Commencement Bay","Pv17-133","17RH0133"
"28","Sep","2017","Commencement Bay","Pv17-134","17RH0134"
"28","Sep","2017","Commencement Bay","Pv17-135","17RH0135"
"28","Sep","2017","Commencement Bay","Pv17-136","17RH0136"
"28","Sep","2017","Commencement Bay","Pv17-137","17RH0137"
"28","Sep","2017","Commencement Bay","Pv17-138","17RH0138"
"28","Sep","2017","Commencement Bay","Pv17-139","17RH0139"
"28","Sep","2017","Commencement Bay","Pv17-140","17RH0140"
"28","Sep","2017","Commencement Bay","Pv17-141","17RH0141"
"7","Sep","2017","Commencement Bay","Pv17-142","17RH0142"
"7","Sep","2017","Commencement Bay","Pv17-143","17RH0143"
"7","Sep","2017","Commencement Bay","Pv17-144","17RH0144"
"7","Sep","2017","Commencement Bay","Pv17-145","17RH0145"
"7","Sep","2017","Commencement Bay","Pv17-146","17RH0146"
"7","Sep","2017","Commencement Bay","Pv17-147","17RH0147"
"7","Sep","2017","Commencement Bay","Pv17-148","17RH0148"
"7","Sep","2017","Commencement Bay","Pv17-149","17RH0149"
"7","Sep","2017","Commencement Bay","Pv17-150","17RH0150"
"7","Sep","2017","Commencement Bay","Pv17-151","17RH0151"
"7","Sep","2017","Commencement Bay","Pv17-152","17RH0152"
"7","Sep","2017","Commencement Bay","Pv17-153","17RH0153"
"7","Sep","2017","Commencement Bay","Pv17-154","17RH0154"
"7","Sep","2017","Commencement Bay","Pv17-155","17RH0155"
"7","Sep","2017","Commencement Bay","Pv17-156","17RH0156"
"7","Sep","2017","Commencement Bay","Pv17-157","17RH0157"
"7","Sep","2017","Commencement Bay","Pv17-158","17RH0158"
"7","Sep","2017","Commencement Bay","Pv17-159","17RH0159"
"7","Sep","2017","Commencement Bay","Pv17-160","17RH0160"
"7","Sep","2017","Commencement Bay","Pv17-161","17RH0161"
"7","Sep","2017","Commencement Bay","Pv17-162","17RH0162"
"7","Sep","2017","Commencement Bay","Pv17-163","17RH0163"
"7","Sep","2017","Commencement Bay","Pv17-164","17RH0164"
"7","Sep","2017","Commencement Bay","Pv17-165","17RH0165"
"7","Sep","2017","Commencement Bay","Pv17-166","17RH0166"
"7","Sep","2017","Commencement Bay","Pv17-167","17RH0167"
"7","Sep","2017","Commencement Bay","Pv17-168","17RH0168"
"7","Sep","2017","Commencement Bay","Pv17-169","17RH0169"
"7","Sep","2017","Commencement Bay","Pv17-170","17RH0170"
"7","Sep","2017","Commencement Bay","Pv17-171","17RH0171"
"7","Sep","2017","Commencement Bay","Pv17-172","17RH0172"
"7","Sep","2017","Commencement Bay","Pv17-173","17RH0173"
"7","Sep","2017","Commencement Bay","Pv17-174","17RH0174"
"7","Sep","2017","Commencement Bay","Pv17-175","17RH0175"
"7","Sep","2017","Commencement Bay","Pv17-176","17RH0176"
"7","Sep","2017","Commencement Bay","Pv17-177","17RH0177"
"7","Sep","2017","Commencement Bay","Pv17-178","17RH0178"
"7","Sep","2017","Commencement Bay","Pv17-179","17RH0179"
"7","Sep","2017","Commencement Bay","Pv17-180","17RH0180"
"7","Sep","2017","Commencement Bay","Pv17-181","17RH0181"
"7","Sep","2017","Commencement Bay","Pv17-182","17RH0182"
"7","Sep","2017","Commencement Bay","Pv17-183","17RH0183"
"7","Sep","2017","Commencement Bay","Pv17-184","17RH0184"
"7","Sep","2017","Commencement Bay","Pv17-185","17RH0185"
"7","Sep","2017","Commencement Bay","Pv17-186","17RH0186"
"7","Sep","2017","Commencement Bay","Pv17-187","17RH0187"
"7","Sep","2017","Commencement Bay","Pv17-188","17RH0188"
"7","Sep","2017","Commencement Bay","Pv17-189","17RH0189"
"7","Sep","2017","Commencement Bay","Pv17-190","17RH0190"
"7","Sep","2017","Commencement Bay","Pv17-191","17RH0191"
"7","Sep","2017","Commencement Bay","Pv17-192","17RH0192"
"7","Sep","2017","Commencement Bay","Pv17-193","17RH0193"
"7","Sep","2017","Commencement Bay","Pv17-194","17RH0194"
"7","Sep","2017","Commencement Bay","Pv17-195","17RH0195"
"7","Sep","2017","Commencement Bay","Pv17-196","17RH0196"
"7","Sep","2017","Commencement Bay","Pv17-197","17RH0197"
"7","Sep","2017","Commencement Bay","Pv17-198","17RH0198"
"7","Sep","2017","Commencement Bay","Pv17-199","17RH0199"
"7","Sep","2017","Commencement Bay","Pv17-200","17RH0200"
"7","Sep","2017","Commencement Bay","Pv17-201","17RH0201"
"7","Sep","2017","Commencement Bay","Pv17-202","17RH0202"
"7","Sep","2017","Commencement Bay","Pv17-203","17RH0203"
"11","Aug","2017","Commencement Bay","Pv17-204","17RH0204"
"11","Aug","2017","Commencement Bay","Pv17-205","17RH0205"
"11","Aug","2017","Commencement Bay","Pv17-206","17RH0206"
"11","Aug","2017","Commencement Bay","Pv17-207","17RH0207"
"11","Aug","2017","Commencement Bay","Pv17-208","17RH0208"
"11","Aug","2017","Commencement Bay","Pv17-209","17RH0209"
"11","Aug","2017","Commencement Bay","Pv17-210","17RH0210"
"11","Aug","2017","Commencement Bay","Pv17-211","17RH0211"
"11","Aug","2017","Commencement Bay","Pv17-212","17RH0212"
"11","Aug","2017","Commencement Bay","Pv17-213","17RH0213"
"11","Aug","2017","Commencement Bay","Pv17-214","17RH0214"
"11","Aug","2017","Commencement Bay","Pv17-215","17RH0215"
"11","Aug","2017","Commencement Bay","Pv17-216","17RH0216"
"11","Aug","2017","Commencement Bay","Pv17-217","17RH0217"
"11","Aug","2017","Commencement Bay","Pv17-218","17RH0218"
"11","Aug","2017","Commencement Bay","Pv17-219","17RH0219"
"11","Aug","2017","Commencement Bay","Pv17-220","17RH0220"
"14","Aug","2017","Eagle Island","Pv17-221","17RH0221"
"14","Aug","2017","Gertrude Island","Pv17-222","17RH0222"
"14","Aug","2017","Gertrude Island","Pv17-223","17RH0223"
"14","Aug","2017","Gertrude Island","Pv17-224","17RH0224"
"14","Aug","2017","Nisqually","Pv17-225","17RH0225"
"14","Aug","2017","Nisqually","Pv17-226","17RH0226"
"14","Aug","2017","Nisqually","Pv17-227","17RH0227"
"14","Aug","2017","Nisqually","Pv17-228","17RH0228"
"7","Sep","2017","Cutts Island","Pv17-229","17RH0229"
"7","Sep","2017","Cutts Island","Pv17-230","17RH0230"
"7","Sep","2017","Cutts Island","Pv17-231","17RH0231"
"7","Sep","2017","Cutts Island","Pv17-232","17RH0232"
"7","Sep","2017","Cutts Island","Pv17-233","17RH0233"
"23","Apr","2017","Cutts Island","Pv17-234","Pv17-234"
"23","Apr","2017","Cutts Island","Pv17-235","Pv17-235"
"23","Apr","2017","Cutts Island","Pv17-236","Pv17-236"
"23","Apr","2017","Cutts Island","Pv17-237","Pv17-237"
"23","Apr","2017","Cutts Island","Pv17-238","Pv17-238"
"23","Apr","2017","Cutts Island","Pv17-239","Pv17-239"
"23","Apr","2017","Cutts Island","Pv17-240","Pv17-240"
"23","Apr","2017","Cutts Island","Pv17-241","Pv17-241"
"23","Apr","2017","Cutts Island","Pv17-242","Pv17-242"
"23","Apr","2017","Cutts Island","Pv17-243","Pv17-243"
"23","Apr","2017","Eagle Island","Pv17-244","Pv17-244"
"23","Apr","2017","Eagle Island","Pv17-245","Pv17-245"
"23","Apr","2017","Eagle Island","Pv17-246","Pv17-246"
"23","Apr","2017","Eagle Island","Pv17-247","Pv17-247"
"23","Apr","2017","Eagle Island","Pv17-248","Pv17-248"
"23","Apr","2017","Eagle Island","Pv17-249","Pv17-249"
"23","Apr","2017","Eagle Island","Pv17-250","Pv17-250"
"23","Apr","2017","Eagle Island","Pv17-251","Pv17-251"
"23","Apr","2017","Eagle Island","Pv17-252","Pv17-252"
"23","Apr","2017","Eagle Island","Pv17-253","Pv17-253"
"23","Apr","2017","Eagle Island","Pv17-254","Pv17-254"
"23","Apr","2017","Gertrude Island","Pv17-255","Pv17-255"
"23","Apr","2017","Gertrude Island","Pv17-256","Pv17-256"
"23","Apr","2017","Gertrude Island","Pv17-257","Pv17-257"
"23","Apr","2017","Gertrude Island","Pv17-258","Pv17-258"
"23","Apr","2017","Gertrude Island","Pv17-259","Pv17-259"
"23","Apr","2017","Gertrude Island","Pv17-260","Pv17-260"
"23","Apr","2017","Gertrude Island","Pv17-261","Pv17-261"
"23","Apr","2017","Gertrude Island","Pv17-262","Pv17-262"
"23","Apr","2017","Gertrude Island","Pv17-263","Pv17-263"
"23","Apr","2017","Gertrude Island","Pv17-264","Pv17-264"
"23","Apr","2017","Gertrude Island","Pv17-265","Pv17-265"
"23","Apr","2017","Gertrude Island","Pv17-266","Pv17-266"
"23","Apr","2017","Gertrude Island","Pv17-267","Pv17-267"
"30","Apr","2017","Woodard Bay","Pv17-268","Pv17-268"
"30","Apr","2017","Woodard Bay","Pv17-269","Pv17-269"
"30","Apr","2017","Woodard Bay","Pv17-270","Pv17-270"
"30","Apr","2017","Woodard Bay","Pv17-271","Pv17-271"
"30","Apr","2017","Eagle Island","Pv17-272","Pv17-272"
"30","Apr","2017","Eagle Island","Pv17-273","Pv17-273"
"30","Apr","2017","Eagle Island","Pv17-274","Pv17-274"
"30","Apr","2017","Eagle Island","Pv17-275","Pv17-275"
"30","Apr","2017","Eagle Island","Pv17-276","Pv17-276"
"30","Apr","2017","Eagle Island","Pv17-277","Pv17-277"
"30","Apr","2017","Eagle Island","Pv17-278","Pv17-278"
"30","Apr","2017","Eagle Island","Pv17-279","Pv17-279"
"30","Apr","2017","Cutts Island","Pv17-280","Pv17-280"
"30","Apr","2017","Cutts Island","Pv17-281","Pv17-281"
"30","Apr","2017","Cutts Island","Pv17-282","Pv17-282"
"30","Apr","2017","Cutts Island","Pv17-283","Pv17-283"
"30","Apr","2017","Cutts Island","Pv17-284","Pv17-284"
"30","Apr","2017","Cutts Island","Pv17-285","Pv17-285"
"30","Apr","2017","Cutts Island","Pv17-286","Pv17-286"
"30","Apr","2017","Cutts Island","Pv17-287","Pv17-287"
"30","Apr","2017","Cutts Island","Pv17-288","Pv17-288"
"30","Apr","2017","Cutts Island","Pv17-289","Pv17-289"
"30","Apr","2017","Cutts Island","Pv17-290","Pv17-290"
"30","Apr","2017","Cutts Island","Pv17-291","Pv17-291"
"30","Apr","2017","Cutts Island","Pv17-292","Pv17-292"
"30","Apr","2017","Cutts Island","Pv17-293","Pv17-293"
"30","Apr","2017","Cutts Island","Pv17-294","Pv17-294"
"30","Apr","2017","Cutts Island","Pv17-295","Pv17-295"
"30","Apr","2017","Cutts Island","Pv17-296","Pv17-296"
"30","Apr","2017","Gertrude Island","Pv17-297","Pv17-297"
"30","Apr","2017","Gertrude Island","Pv17-298","Pv17-298"
"30","Apr","2017","Gertrude Island","Pv17-299","Pv17-299"
"30","Apr","2017","Gertrude Island","Pv17-300","Pv17-300"
"30","Apr","2017","Gertrude Island","Pv17-301","Pv17-301"
"30","Apr","2017","Gertrude Island","Pv17-302","Pv17-302"
"30","Apr","2017","Gertrude Island","Pv17-303","Pv17-303"
"30","Apr","2017","Gertrude Island","Pv17-304","Pv17-304"
"30","Apr","2017","Gertrude Island","Pv17-305","Pv17-305"
"30","Apr","2017","Gertrude Island","Pv17-306","Pv17-306"
"30","Apr","2017","Gertrude Island","Pv17-307","Pv17-307"
"30","Apr","2017","Gertrude Island","Pv17-308","Pv17-308"
"30","Apr","2017","Gertrude Island","Pv17-309","Pv17-309"
"30","Apr","2017","Gertrude Island","Pv17-310","Pv17-310"
"30","Apr","2017","Gertrude Island","Pv17-311","Pv17-311"
"30","Apr","2017","Gertrude Island","Pv17-312","Pv17-312"
"30","Apr","2017","Gertrude Island","Pv17-313","Pv17-313"
"30","Apr","2017","Gertrude Island","Pv17-314","Pv17-314"
"30","Apr","2017","Gertrude Island","Pv17-315","Pv17-315"
"30","Apr","2017","Gertrude Island","Pv17-316","Pv17-316"
"30","Apr","2017","Gertrude Island","Pv17-317","Pv17-317"
"30","Apr","2017","Gertrude Island","Pv17-318","Pv17-318"
"5","May","2017","Cutts Island","Pv17-319","Pv17-319"
"5","May","2017","Cutts Island","Pv17-320","Pv17-320"
"5","May","2017","Cutts Island","Pv17-321","Pv17-321"
"5","May","2017","Cutts Island","Pv17-322","Pv17-322"
"5","May","2017","Cutts Island","Pv17-323","Pv17-323"
"5","May","2017","Cutts Island","Pv17-324","Pv17-324"
"5","May","2017","Cutts Island","Pv17-325","Pv17-325"
"5","May","2017","Cutts Island","Pv17-326","Pv17-326"
"5","May","2017","Cutts Island","Pv17-327","Pv17-327"
"5","May","2017","Cutts Island","Pv17-328","Pv17-328"
"5","May","2017","Eagle Island","Pv17-329","Pv17-329"
"5","May","2017","Eagle Island","Pv17-330","Pv17-330"
"5","May","2017","Eagle Island","Pv17-331","Pv17-331"
"5","May","2017","Gertrude Island","Pv17-332","Pv17-332"
"5","May","2017","Gertrude Island","Pv17-333","Pv17-333"
"5","May","2017","Gertrude Island","Pv17-334","Pv17-334"
"5","May","2017","Gertrude Island","Pv17-335","Pv17-335"
"5","May","2017","Gertrude Island","Pv17-336","Pv17-336"
"5","May","2017","Gertrude Island","Pv17-337","Pv17-337"
"5","May","2017","Gertrude Island","Pv17-338","Pv17-338"
"5","May","2017","Gertrude Island","Pv17-339","Pv17-339"
"5","May","2017","Gertrude Island","Pv17-340","Pv17-340"
"5","May","2017","Gertrude Island","Pv17-341","Pv17-341"
"5","May","2017","Gertrude Island","Pv17-342","Pv17-342"
"5","May","2017","Gertrude Island","Pv17-343","Pv17-343"
"5","May","2017","Gertrude Island","Pv17-344","Pv17-344"
"5","May","2017","Gertrude Island","Pv17-345","Pv17-345"
"5","May","2017","Gertrude Island","Pv17-346","Pv17-346"
"5","May","2017","Gertrude Island","Pv17-347","Pv17-347"
"5","May","2017","Gertrude Island","Pv17-348","Pv17-348"
"5","May","2017","Gertrude Island","Pv17-349","Pv17-349"
"5","May","2017","Gertrude Island","Pv17-350","Pv17-350"
"5","May","2017","Gertrude Island","Pv17-351","Pv17-351"
"5","May","2017","Gertrude Island","Pv17-352","Pv17-352"
"5","May","2017","Gertrude Island","Pv17-353","Pv17-353"
"5","May","2017","Gertrude Island","Pv17-354","Pv17-354"
"5","May","2017","Gertrude Island","Pv17-355","Pv17-355"
"5","May","2017","Gertrude Island","Pv17-356","Pv17-356"
"5","May","2017","Gertrude Island","Pv17-357","Pv17-357"
"5","May","2017","Gertrude Island","Pv17-358","Pv17-358"
"5","May","2017","Gertrude Island","Pv17-359","Pv17-359"
"5","May","2017","Gertrude Island","Pv17-360","Pv17-360"
"5","May","2017","Gertrude Island","Pv17-361","Pv17-361"
"5","May","2017","Gertrude Island","Pv17-362","Pv17-362"
"5","May","2017","Gertrude Island","Pv17-363","Pv17-363"
"5","May","2017","Gertrude Island","Pv17-364","Pv17-364"
"5","May","2017","Gertrude Island","Pv17-365","Pv17-365"
"5","May","2017","Gertrude Island","Pv17-366","Pv17-366"
"5","May","2017","Gertrude Island","Pv17-367","Pv17-367"
"5","May","2017","Gertrude Island","Pv17-368","Pv17-368"
"5","May","2017","Gertrude Island","Pv17-369","Pv17-369"
"12","May","2017","Eagle Island","Pv17-370","Pv17-370"
"12","May","2017","Eagle Island","Pv17-371","Pv17-371"
"12","May","2017","Eagle Island","Pv17-372","Pv17-372"
"12","May","2017","Eagle Island","Pv17-373","Pv17-373"
"12","May","2017","Eagle Island","Pv17-374","Pv17-374"
"12","May","2017","Eagle Island","Pv17-375","Pv17-375"
"12","May","2017","Seal Beach","Pv17-376","Pv17-376"
"12","May","2017","Seal Beach","Pv17-377","Pv17-377"
"12","May","2017","Seal Beach","Pv17-378","Pv17-378"
"12","May","2017","Seal Beach","Pv17-379","Pv17-379"
"12","May","2017","Seal Beach","Pv17-380","Pv17-380"
"12","May","2017","Seal Beach","Pv17-381","Pv17-381"
"12","May","2017","Seal Beach","Pv17-382","Pv17-382"
"12","May","2017","Seal Beach","Pv17-383","Pv17-383"
"12","May","2017","Seal Beach","Pv17-384","Pv17-384"
"12","May","2017","Seal Beach","Pv17-385","Pv17-385"
"12","May","2017","Seal Beach","Pv17-386","Pv17-386"
"18","May","2017","Gertrude Island","Pv17-387","Pv17-387"
"18","May","2017","Gertrude Island","Pv17-388","Pv17-388"
"18","May","2017","Gertrude Island","Pv17-389","Pv17-389"
"18","May","2017","Seal Beach","Pv17-390","Pv17-390"
"18","May","2017","Seal Beach","Pv17-391","Pv17-391"
"18","May","2017","Seal Beach","Pv17-392","Pv17-392"
"18","May","2017","Seal Beach","Pv17-393","Pv17-393"
"18","May","2017","Seal Beach","Pv17-394","Pv17-394"
"18","May","2017","Seal Beach","Pv17-395","Pv17-395"
"18","May","2017","Seal Beach","Pv17-396","Pv17-396"
"18","May","2017","Seal Beach","Pv17-397","Pv17-397"
"18","May","2017","Eagle Island","Pv17-398","Pv17-398"
"18","May","2017","Eagle Island","Pv17-399","Pv17-399"
"18","May","2017","Eagle Island","Pv17-400","Pv17-400"
"18","May","2017","Eagle Island","Pv17-401","Pv17-401"
"18","May","2017","Eagle Island","Pv17-402","Pv17-402"
"18","May","2017","Eagle Island","Pv17-403","Pv17-403"
"18","May","2017","Eagle Island","Pv17-404","Pv17-404"
"18","May","2017","Eagle Island","Pv17-405","Pv17-405"
"18","May","2017","Eagle Island","Pv17-406","Pv17-406"
"18","May","2017","Eagle Island","Pv17-407","Pv17-407"
"18","May","2017","Eagle Island","Pv17-408","Pv17-408"
"18","May","2017","Eagle Island","Pv17-409","Pv17-409"
"18","May","2017","Eagle Island","Pv17-410","Pv17-410"
"18","May","2017","Eagle Island","Pv17-411","Pv17-411"
"18","May","2017","Eagle Island","Pv17-412","Pv17-412"
"18","May","2017","Cutts Island","Pv17-413","Pv17-413"
"18","May","2017","Cutts Island","Pv17-414","Pv17-414"
"18","May","2017","Cutts Island","Pv17-415","Pv17-415"
"18","May","2017","Cutts Island","Pv17-416","Pv17-416"
"18","May","2017","Cutts Island","Pv17-417","Pv17-417"
"18","May","2017","Cutts Island","Pv17-418","Pv17-418"
"18","May","2017","Cutts Island","Pv17-419","Pv17-419"
"18","May","2017","Cutts Island","Pv17-420","Pv17-420"
"18","May","2017","Cutts Island","Pv17-421","Pv17-421"
"18","May","2017","Cutts Island","Pv17-422","Pv17-422"
"18","May","2017","Cutts Island","Pv17-423","Pv17-423"
"18","May","2017","Cutts Island","Pv17-424","Pv17-424"
